ingresos,edad,compras_previas,descuento_aplicado,gasto_total
52540.41236054117,23,4,1,309.62244150044654
28794.282546425296,33,4,0,132.8316326711899
48331.60907976949,19,3,0,154.19121370012584
36441.38537802815,18,3,1,240.0152674950317
38967.050861153504,47,6,1,323.76409461872527
68541.39762815656,60,5,1,339.722681570949
66369.65180891403,54,3,1,310.67955756076486
59137.071813607654,40,4,1,348.6862385377343
33615.308529911315,18,4,1,271.5015816039032
45253.87325457797,36,3,0,99.26875175688838
68196.46549968775,63,2,0,180.5204328351099
52125.753704598574,20,4,0,173.21741594805368
84789.94309972541,19,3,1,333.47181041647445
55899.76759091558,54,3,0,123.44601998140918
52880.73674735047,34,2,0,139.03746917521738
45363.25303696248,45,6,1,309.67986209739695
52003.11357173423,35,2,1,319.80226923401506
47712.952454291844,50,1,0,124.35337205285778
60621.630150328856,32,3,1,313.21432046052354
64350.53475191876,39,0,0,139.1635855549915
38210.158092380756,58,1,0,144.44527807576492
30031.50569663333,44,2,0,151.64754936329288
22456.919403450553,54,2,0,117.34654335206791
57619.86990368816,49,5,1,308.73437104910505
33449.50090739189,62,6,1,356.8689656284817
17706.64110571276,36,5,1,276.0961279661688
55828.67906796446,45,1,0,151.19774652119648
87394.99276149186,45,2,0,172.07592772559357
49908.9363269016,27,3,1,291.6301329320788
62577.36161677463,37,5,1,300.7336029913731
51227.440378213476,42,3,1,298.98490865121323
48516.65520213286,38,4,1,316.75149448773914
63786.14724481653,31,6,1,321.5285112036038
45645.88183717023,39,3,1,319.7715459528047
54010.88471107854,43,3,0,186.3017000334031
54825.467092940205,61,3,0,166.9339122984086
39978.64319535427,28,5,1,311.91051931313376
64880.635243047844,24,6,1,344.1660411710998
47375.60364956887,34,2,1,275.3670580800192
38663.82260760733,35,6,0,152.14179497001848
58047.64765355605,24,8,1,334.2120106473946
36522.98027313444,37,4,1,271.0199103320433
50422.717360536924,55,3,0,146.0900089543729
49863.21505033695,28,1,0,144.09051557337054
66288.43348747367,61,1,1,297.138627241543
57120.47349319929,33,6,1,344.30507813170783
49624.595618822845,44,3,0,161.22576501425036
62266.494488004304,28,3,1,308.37621154059156
70853.1132352597,33,3,0,173.0792369304453
58367.154595277934,40,1,0,114.66416113610063
50155.28929765071,29,5,1,316.53215827869315
30322.456514747606,57,4,0,136.94495102893282
34023.29505386941,20,2,0,138.31077593489283
45421.629434679984,19,2,0,134.00060812921873
40857.31696761075,55,4,1,324.2631085645214
47195.43045521831,41,3,1,294.48522478611835
50849.74887345661,46,3,1,288.87013157771077
57945.391315350964,64,6,1,345.19201590376156
48942.518329113635,63,4,0,139.53262421504812
57297.52465739303,51,0,0,114.72989671829534
50967.1162221518,37,3,1,271.7964107767091
20368.00150469193,35,4,0,122.93424073597001
35909.96909271869,31,2,1,288.5689044255724
47838.686664175766,35,3,1,289.5785368759114
31854.578857383385,19,4,0,109.0284178049432
58998.93094994307,18,2,0,149.27406848649804
72961.26248515546,37,3,1,286.3045435328296
68281.42777545974,51,3,1,299.74729998202855
46798.35693604688,58,6,0,191.31444399049312
72360.89205274929,58,1,0,183.71975240023346
52230.01185803167,28,4,1,302.25627714728785
44943.71043322941,44,2,0,99.98930369257516
40798.960046885906,40,2,1,282.94991043535595
45462.95470267808,55,2,1,330.579501645144
44177.34772188157,61,2,0,164.74085135958612
52556.243335632316,20,3,1,281.5680041519368
52408.60971574797,29,8,1,340.571815840254
50045.69030230122,47,2,0,154.75899486494845
56554.072546195246,48,1,0,150.98609626822144
67859.69412179512,40,2,0,124.05749180216583
64243.312031619855,18,2,1,294.9403447290611
27726.53047325145,58,3,0,163.67415866954366
11691.182976470678,37,2,0,97.27939625967149
64014.79866858911,23,3,0,149.26567409839762
29496.819523768685,28,1,0,138.08470790993186
46628.518971609745,52,2,0,143.0449073759852
32448.304609109608,21,0,0,107.57711207471232
22970.293436299704,46,4,1,301.91175287425835
58121.94092307182,27,1,0,136.1731862453812
61387.327404539705,46,1,0,128.4901774222611
41352.34398909921,55,4,1,273.3807758131066
11134.365617826348,18,2,0,75.95021144327545
41806.33327621276,57,2,0,131.09050709292063
55877.060081038195,25,5,1,339.69526805534355
27816.32646838807,55,4,1,306.68112526220267
52750.39879668733,34,3,0,131.31684015892935
49770.35226240507,36,0,0,109.47802814739592
58689.37249401632,50,4,0,159.02551599187623
51793.705526212296,32,0,0,95.38844335420472
35403.96588677667,62,2,0,132.93055591855014
67948.57252496737,48,1,0,170.11332766456795
47622.05640459545,38,7,1,309.3417698300039
49590.43190735102,20,4,0,173.2452173985906
36000.98061390206,19,3,1,279.44520196966187
43350.766232127346,52,5,1,322.28670835333804
36727.95928959649,58,0,0,110.60940318350526
47405.809101148654,33,6,1,325.74148834746643
75675.62720213515,62,4,1,345.3408410023721
29421.482856029656,38,1,0,110.26799796703494
25796.579031848883,29,1,0,89.74700306966474
72067.55491240413,45,4,0,197.38555429557567
46860.14484272201,29,1,0,78.98381314015602
39963.908920101254,50,4,0,170.51633113771365
65598.57031094114,37,3,0,175.4223909700382
40915.766903947035,57,4,0,169.66908582360765
77390.14570320403,38,2,1,324.7284729513851
60168.88807008904,56,1,0,153.86645645839553
42681.32887781446,58,2,0,156.75331060998525
82359.62319898256,59,5,1,369.40706902111634
40914.27615494993,53,3,0,140.0356286532443
61131.430580139604,39,3,0,147.80755580212485
54489.38870609738,43,3,1,304.94166243409745
69526.11934098197,24,3,1,339.8108622453892
73422.66795090279,24,3,0,181.10020864003636
50480.0622359865,25,0,0,122.78839402398202
38698.73194480725,43,3,1,228.21733523013046
56899.582144086744,41,3,1,274.99112015403483
39834.26945371841,41,1,0,126.87853242312033
80200.80871289935,57,4,1,372.39999590576593
52048.02996624106,29,3,1,286.81646426632653
44520.17673031837,64,3,1,307.6413934768915
52770.204587973625,25,3,1,286.0068982059434
29793.10565705455,26,3,1,249.62671919286768
35425.789422340225,20,3,1,266.0350436657526
68006.20861916638,38,4,1,329.65523791372993
40146.58581542906,48,1,0,158.55314348040335
34296.3352597709,64,4,0,153.35265434764588
58049.79128790929,41,2,0,148.5402662598279
67785.56231994496,21,0,1,307.4386039136331
60784.299659976,37,4,1,331.53376874919473
64940.715287087245,33,1,0,153.26787784185552
38648.073671458085,27,4,1,304.8822601752739
28672.839998872343,60,7,1,319.5288812652939
72520.0047793323,43,1,0,155.4319543062597
45159.802417367966,46,8,1,356.9045401829237
46237.50475317429,22,6,1,308.6344611060349
69922.91212773586,28,1,0,140.893881301096
58343.4501410099,46,4,1,317.1226985498269
56838.31658122411,62,3,1,293.3666625280196
82475.03517351625,32,3,0,206.3676319850418
40347.22654429785,23,1,0,103.70935967534308
63917.60192121856,32,4,1,307.3362986835581
50855.19687345627,60,4,1,327.9289306569963
54028.88418294885,37,4,0,194.09530685254902
72927.02639618798,51,4,0,176.01424197928463
57617.53634434436,19,3,1,296.4615962693232
58074.441185744494,61,1,0,88.83740537411748
66087.61005964704,33,2,0,190.50848906971711
44525.70905685672,36,5,1,299.9946279190095
37411.85498991491,51,0,0,55.67260815096655
34327.862089684495,31,5,1,320.6169619644065
20504.65115935997,41,1,0,74.57908946796637
80843.10694910484,45,3,1,305.5020998557961
33451.87451417475,49,6,1,295.13490386293455
46681.19564621342,54,2,1,282.0188651779771
45847.80050166619,27,3,1,321.6528095921061
54611.10046713651,62,2,1,276.30512564382377
62236.05818808945,26,5,1,340.2767254768986
62907.10232539618,41,4,0,157.00105319780934
41253.83842146592,53,2,0,124.96778704137144
47493.174293203825,46,3,0,142.8644106522718
54238.69925732449,46,3,0,153.74801992644365
46269.633107246795,40,4,1,312.4281419795236
74110.18364029989,44,3,0,140.74365361488364
57364.62427457377,48,2,0,197.21763541580884
61023.16679074726,60,6,1,349.80254794285764
59943.21903001119,24,3,0,126.25752100063912
67602.10786227987,62,3,1,357.1272706153299
52715.3233805556,21,1,0,119.14874634686296
30547.5207806623,31,4,1,281.42649775659396
55995.31927628962,59,3,1,332.5995213365427
40229.64659312257,59,3,1,259.7004965969761
42070.74977375365,27,2,1,288.49069050026446
58795.4602813264,61,1,0,152.70945757691723
68574.24607150453,51,5,1,330.88862646214295
50319.073651040926,43,4,1,305.2456019738314
54632.49518898446,40,5,1,309.765845818265
75533.22416952858,26,1,0,149.82497776208723
53611.297692328524,54,3,0,164.6003778920302
89025.24671270592,25,0,0,126.8856009898904
58482.64468447316,31,8,1,337.0874387560526
23588.558612662735,24,2,0,64.93584133941141
61300.12431656799,24,1,0,109.02204207428616
55717.37577324166,26,2,0,120.89399530951891
69346.29131124119,20,1,1,242.1403537708323
60097.72026904937,31,4,0,172.96170533480645
47923.16024024339,34,5,1,328.47814821570745
31635.526455659514,61,1,0,167.68817579754025
46864.65114070962,39,1,0,133.73050271019275
37242.1931868605,63,2,0,120.86127168433165
41292.14825292916,43,2,0,131.9855666054094
58828.67606630914,45,7,1,359.4533302287204
75048.56756527109,62,4,1,352.69616448934283
55920.07294734471,31,2,0,120.24079371453983
32061.754069472234,26,2,0,142.0014052267547
56669.040023302114,43,2,0,161.37885257760573
67949.47229968477,19,1,0,157.6632196288401
40853.25643520927,28,3,0,157.43307008028268
47989.742499906235,34,3,1,311.2521045140237
50220.32292093796,51,4,1,327.1743839960249
38226.5253037664,36,3,0,145.29712293400038
59724.20650765789,56,7,1,361.14140708743605
48185.77777088327,35,0,0,111.27424339054826
56292.98665860542,30,3,1,304.0104190422853
36687.6173329685,22,4,1,269.87077516665823
43438.125495148844,40,3,1,310.4564500828667
60835.72036741657,41,8,1,350.9882787558504
44407.502718623495,46,4,1,296.39260234106047
75904.45776850107,64,2,1,328.66626892730443
44005.45721578097,25,3,1,288.76596626732356
53370.27088627829,43,4,0,166.88623929551537
63988.86247809635,32,6,1,355.58031478552533
28724.514006004523,18,4,1,303.25313751559946
23587.86782028836,45,7,1,299.899609341358
27115.15528144858,64,1,0,113.67458138619695
68938.76155140773,63,5,1,345.89660271580027
41722.127811613296,31,5,1,306.99810909563655
88372.98928502378,59,1,0,181.27653755871518
41536.286020139174,51,8,1,327.5404950635834
52768.269547955555,48,4,0,179.84562211957524
73131.64928851814,23,2,0,159.5429840456836
80091.39332238684,22,3,0,158.01857075313578
80922.55364954597,48,3,1,344.16277300979436
68125.49345889714,54,2,0,156.4040264458839
65360.93788717194,32,4,0,172.19190095994648
58887.90423801775,32,3,0,139.8076407806596
61675.41614249957,60,1,0,166.72318967870058
41732.214255072,22,2,0,119.97133571794086
37727.016748665395,45,1,0,126.14639542648372
49949.38313883572,50,1,0,145.65703534981725
47447.23066212607,28,1,0,137.75826764087014
43201.579260090875,60,2,0,163.36545909021723
60445.81171185073,23,2,1,307.9306344285221
64329.57812855766,40,3,1,318.8481565742256
51326.10329437771,57,4,0,174.07089082338138
72162.95121582893,19,2,1,285.95551504489686
32874.66328799742,32,0,0,113.9377606186531
47095.10811080423,40,0,0,85.97472094334636
39247.66519095792,39,4,0,163.41269104923316
22001.9507439041,26,4,1,259.6620419060116
48759.78971235951,64,2,0,179.71983254677656
48173.78737425074,57,0,0,135.78164342588306
72701.74614863197,47,3,0,181.15706225239413
59462.17526832166,33,0,0,126.79577251155419
34637.19763506192,63,2,1,310.9356035762034
77811.38849501283,64,3,0,173.3108428171749
68315.5054328803,47,2,0,173.74297441130153
58731.465552029236,62,3,1,332.5587363270043
46602.738517252525,26,6,1,320.5874332628352
35608.4114491478,18,8,1,323.08471100796635
44416.8983589342,55,1,0,160.97634031804853
66331.22929556279,25,7,1,329.379224060825
78268.79458901913,35,2,0,133.46240485965754
73148.65292408284,44,2,0,163.2200055991609
42667.258673205884,35,3,1,286.95101146232054
33205.73850066483,49,1,0,118.44227117153362
52113.29370366806,49,0,0,115.21343194435308
23473.409516557225,62,2,0,124.6009329317191
54847.515712771725,53,0,1,252.50023349963635
47785.96120551997,53,3,0,200.08221710773498
43009.452471976365,38,2,0,110.40355074857075
26079.453990998067,63,1,0,127.94967616531272
57704.00159854575,49,3,1,310.3539815581761
42009.487405071326,48,5,1,316.09696054885194
32451.24746434568,54,2,0,117.16536997529383
6916.066800775261,33,3,0,119.47384279648223
49587.27642424046,63,4,0,164.26782581975465
76583.77395004616,63,4,1,343.9293329510616
74918.88821821805,31,3,0,149.7423809976909
43143.55615120592,41,3,1,322.3055842016807
40966.81909457329,42,1,0,116.63504775364383
57031.613841125356,63,4,1,316.3157556587747
35024.21841217563,52,4,0,151.27204241704572
54526.87849729199,34,0,0,163.17942836402375
61491.204175770356,63,3,0,140.00975028671454
68403.99835826461,59,5,1,377.62524641740487
48497.68885280071,62,4,0,201.7666457308769
46944.893747345515,21,3,0,135.14781110020763
36830.261198651584,28,4,1,244.14300554403462
37596.7946894021,64,2,0,133.2484853992252
46602.8166214771,32,1,0,114.9975490457787
55510.48260224267,47,3,1,274.55639520114454
63703.76939349874,41,1,0,106.26485725340032
37952.31573979482,19,7,1,340.33915443500007
72390.32853439283,60,4,1,353.7242994648667
45933.14598436147,51,2,0,118.18757868722814
49679.490584773455,40,6,0,183.67752821523302
38791.82481278265,48,6,1,294.173263536295
13636.396095905875,54,1,0,72.2032482443449
63260.68094541575,30,2,0,136.34319342333492
61052.6584563865,50,1,0,129.46093912028107
45780.0866432268,24,4,1,290.8236626878443
51004.86075837308,49,2,0,143.58450999002378
57739.08826556149,24,4,0,143.54779036658064
26561.81214670186,59,3,1,297.34818069932726
42064.209839805575,55,2,0,159.0182456002349
61913.970194327405,61,1,0,122.17593453739701
31185.658652461258,30,2,1,302.4476843460272
54403.368982499436,41,5,1,316.7439847956474
29651.272930648924,45,3,1,281.61502616927487
56996.449736502895,49,5,1,328.22982527017666
49465.37776553775,60,5,1,337.0671077998967
25773.022761417356,35,5,1,298.07148040722376
67471.09031685758,51,3,1,332.16760842640144
38981.12634802926,51,2,1,248.84107847705647
37846.213444784284,55,6,1,365.4975026094183
53008.53795846414,18,3,1,314.03517249740605
67229.56024143074,60,3,1,299.0353437949747
34762.67271532405,59,4,1,296.3175028275922
50925.197747719576,48,3,0,106.39869111127706
56432.24750495859,18,3,1,261.69684791774114
60396.584108947165,33,3,1,302.4710586466743
52646.62332915838,56,1,0,149.96075899158163
44494.58241375016,32,6,1,337.26909393876883
37586.146690269205,50,3,0,115.46682739606874
51292.158245695624,40,4,1,350.9489237435664
33917.9148202159,58,9,1,366.58936861148044
6179.742747580887,51,2,0,76.15657395812998
56548.39706236502,34,3,1,307.26464348800073
63559.02261629293,42,4,1,316.25805106296593
14556.01346687242,59,2,0,89.22972697846912
34854.03942935094,23,5,1,285.9994611886641
59287.31391507797,48,1,1,292.60939963984436
80862.43204567548,22,2,0,129.73153511903732
50311.905615131116,57,2,0,143.61289117926327
39079.955881562986,57,5,0,176.69710209367713
47256.553383427396,47,3,0,171.37572040980095
70623.14628722277,22,3,1,321.4678321397251
40310.53731313197,29,2,0,115.40719045648397
38012.119900246194,24,3,0,129.7871351970502
42758.847167269516,62,4,1,319.9169003615766
35700.07087611932,30,0,0,105.50763658540663
51840.054739921936,21,4,1,301.0267530552934
74370.17687704341,59,5,1,351.9249974875094
54846.18909674043,20,0,0,104.34123521559577
46214.69746810569,29,3,1,290.6247513386879
45622.83096626684,18,3,1,278.01509481960505
26552.137869550144,44,2,1,244.97271990675375
63246.646657207384,60,3,1,337.9456957417807
48832.44204480797,30,0,0,118.60802863560136
47292.80129614061,34,5,1,301.52149738974447
97896.61351767291,25,6,1,366.3005818704049
54481.2936254853,49,3,0,160.49938605388155
38723.134248572234,37,4,1,311.63983592700487
43604.63605691685,34,4,1,293.6458496114592
67226.68563795132,51,1,0,152.96078231774447
51699.056158066465,52,5,1,356.06255375842625
28425.830325239498,52,5,1,238.05448095206356
63788.43401862805,55,2,0,142.42712421551738
39977.83871691509,59,2,0,147.4808673114847
78099.46664326318,41,2,0,186.7800559949528
66200.72098571973,35,8,1,341.93069680094317
43290.17156511873,63,3,0,136.30751646442667
69215.2454260267,56,5,1,347.94454843322427
51017.83265791105,50,2,0,112.75390013550712
62791.605126833296,40,3,1,309.1640121658742
57270.99225941712,42,0,0,125.11073105180944
37304.6501751369,54,3,0,140.08943233498337
40346.75251523807,44,7,1,313.12132724920895
65449.412263717415,18,3,0,142.81854449451168
44978.37001840189,38,4,1,268.908280259473
43945.27305137005,27,1,0,92.11822957529215
35673.16130975971,48,4,1,292.3730622755748
56353.98598390192,61,1,0,158.9983093781748
80937.87378864718,42,2,0,176.4406048099876
33987.006286185904,37,2,0,136.2245449951812
50363.29185009137,19,5,1,316.39802383635384
71183.30833123144,32,5,1,364.85136231770656
48805.37913131427,45,2,0,125.96918171921986
56785.57694374601,30,0,0,130.97753738817306
34064.0970777968,31,1,0,114.67389617992153
56424.60645811473,19,2,0,136.72921742217864
47192.83602493177,51,1,0,121.35183728373637
64785.94993519795,52,3,0,155.92603092695526
67810.79077347126,54,4,1,326.5401114285626
88843.45463027922,42,2,1,302.6468670135422
58694.497598203634,32,4,0,139.88099152370654
54886.944748732494,29,3,0,148.55031029245274
52915.76452366004,26,2,1,285.1154568057889
44702.505607839674,48,3,0,146.31655609084484
55077.25765192536,31,2,1,261.0023202623653
45568.97884791456,46,4,0,128.78542011993915
52526.91464404421,60,3,0,150.29312008753894
69763.9630341194,55,5,1,386.64231349724764
34901.86152080538,59,6,1,304.84431765442923
67098.17841693568,25,1,0,153.26523561980113
69756.72601009798,20,6,1,330.1252562302526
48228.97209513382,19,1,0,93.33753456597348
18172.17651487108,33,1,0,94.04739012600602
40882.670193583515,36,2,0,113.53215278901187
69454.91819841664,47,4,1,335.8815801759325
49656.97906551677,58,3,1,310.7410513541482
35010.466515576336,33,2,1,232.3573620090645
42428.376181576736,48,3,0,156.61165708005487
62609.300397568295,45,4,1,305.709247720246
58201.00352302069,21,2,1,292.4748063593036
46416.01851245458,27,2,0,131.4699376008925
44497.63382277969,62,4,0,190.67558985446593
44123.62776434267,35,6,1,320.6342287788496
36163.84723252246,64,1,0,132.9839809361247
74230.63534204163,49,10,1,372.7055728806442
45165.192961829904,47,4,1,333.6290064562857
68257.37781238244,53,3,0,183.51879181740804
72819.74077883677,26,1,1,283.70080105831073
64974.66347221941,53,4,1,353.5017535344287
43525.695309229275,46,1,0,140.07211627914626
56055.95135504914,33,3,0,146.56297787190059
49637.06590413626,45,2,1,254.42382550619806
36444.47208904808,38,5,1,307.6693443320296
54865.389225824045,64,3,0,161.3914109205619
32314.40313260296,19,1,0,137.97937874114493
67815.19082692346,63,5,1,357.36107339010806
43030.7405405241,52,2,1,265.97425907276084
53017.39483809259,45,5,1,343.79631276081216
54249.31807319213,53,3,1,291.6125426387297
46116.42539443884,48,2,0,138.22956968729085
58800.40702212912,50,1,0,142.17330992418476
42876.44515066213,40,1,0,105.95725273884993
63069.45946185866,58,6,1,314.42722731149826
29810.304796298773,34,4,1,298.4023759711456
51895.693693196175,63,5,1,336.99630636303345
79083.93498587428,18,3,0,158.31374908586707
34995.03013091638,59,5,1,290.9722819577493
39833.82544212723,40,3,1,313.10786150356483
57708.617744883726,44,4,1,303.08511808128253
52693.72672909397,42,1,0,115.96833194898619
55259.45148910339,49,2,0,135.57750531717429
57337.80695221495,36,2,0,149.2695288585848
59520.82202842655,41,2,1,295.40220786059496
66645.49762934334,20,2,0,190.7769753920731
56147.279853927685,29,5,1,343.35721557326235
46381.13518072186,52,3,1,269.4152935310476
60088.60551804097,32,2,1,298.5843031456619
78498.22902342823,34,5,1,366.7011779022427
48010.493804261394,49,5,1,326.4885785604723
35382.06042994038,24,4,1,263.70040357115926
66606.2100393046,36,1,0,158.44601030290625
48194.282540696026,24,1,0,118.73867696841369
17409.95680978946,22,0,0,69.35980269991104
62711.325157256324,57,6,1,353.0295235138786
41970.07721069116,38,7,1,332.7485841741234
48642.00076543759,64,2,1,279.82905284896646
54979.70495853522,24,3,0,115.30838854985225
52857.495196685995,54,5,1,373.59915791853916
60641.77725708559,40,3,0,147.0321659824971
43467.70444145235,28,3,1,283.0025298354408
57696.58697264124,27,2,0,147.6070432175208
46106.79983624124,38,1,0,134.35276503942634
61082.157213312545,58,2,0,153.45374808120388
59230.5122601958,50,4,0,175.22953058103712
35968.41946933107,37,1,0,124.6034097806667
66289.73174262549,50,0,0,129.9887557434597
41960.54832328928,57,1,0,112.52684544246397
62120.86697421718,52,4,1,315.5005449406247
55509.30970102011,51,4,1,362.0878294052332
77572.75515192683,53,1,0,175.23593394349996
46648.01026442222,44,2,1,272.0827453471248
44760.24805822704,36,7,1,337.32038385860585
49708.70591168401,60,3,0,159.09539684594282
45452.303257485866,22,2,0,142.48481002955748
61999.12852913075,46,1,0,183.6449914532433
25755.34087345118,27,3,0,109.54483759563861
34194.76371280469,57,3,1,282.8941983439934
33982.9561763121,30,3,0,129.38284767442914
64254.61387960364,46,5,1,328.5262141103501
75659.20058872888,22,3,0,152.09473735910106
48433.261721937924,29,4,1,325.59541947168356
47467.67415214984,30,2,0,110.73285908776938
51050.78244669772,39,5,1,312.76026139640834
67428.17453912286,57,4,1,370.6852477824683
36089.70298714139,32,3,0,109.25824717588979
53575.53474102178,30,2,0,130.02054713444335
64627.96444673645,18,1,0,135.54063967893723
57516.41254909768,55,3,0,154.72820924676319
52843.724248981154,60,3,1,306.2708776642921
65015.69138850712,62,3,0,133.0791182240861
9451.515605011446,18,0,0,74.23598399715715
60168.12979296361,28,4,1,327.99540193250425
40188.864753088645,60,4,1,297.98171549737214
22540.506547153145,57,3,1,291.67157039103944
57668.03899287471,39,4,0,160.80456764232122
70604.87817744436,52,7,1,396.97657069635767
47938.27228058462,61,2,0,102.47645080287259
64293.118208044085,23,2,0,141.13138437760804
74184.17386982968,45,2,0,195.99972800937775
69723.7168037607,48,3,0,185.4435441526019
74599.46794057089,25,3,0,146.9575179237128
61131.91236607838,22,5,1,304.42868014674906
51131.50458352389,59,7,1,332.07856897993776
25970.512821542474,61,4,1,316.7253879970756
46309.062678050774,34,2,0,170.02892271125125
37351.30107025713,55,7,1,323.63745648692156
82564.1407624672,26,4,1,357.51169034523843
47361.712813514954,27,3,0,153.2109240177443
51848.072101767284,37,0,0,122.49425534664576
58272.280640607016,31,3,1,290.6287244938445
50654.03669558681,31,4,0,150.7438784604645
75425.7656064613,43,4,1,353.64928798605894
40660.25957398322,46,4,1,290.2005917219168
52919.11182855864,44,5,0,191.60693313387162
38862.94121452927,42,0,1,247.30496071502847
30199.662331689415,33,2,0,107.25514232103414
40823.46363642072,53,3,1,298.6060853102465
49444.44804427382,51,2,1,266.99530869485716
43560.4666322411,33,2,0,123.70996658849681
39613.68530189216,50,2,0,152.6133608299359
28905.23804492249,20,4,0,111.94639247446266
48753.41641056958,40,3,0,165.1913185615558
27429.194389534965,28,2,0,94.93711827364821
61400.83945534404,35,2,0,180.2649860240012
51236.59629401755,64,1,0,216.85223975704238
28136.72750802604,58,2,0,96.806031680186
45361.863844252046,61,4,1,295.51936107446807
38717.65391614125,46,1,0,137.96414996350825
54787.61765628771,22,5,1,316.8844096909299
70106.75669034716,41,3,1,304.4228599825042
21872.41295531383,46,1,0,89.55647807662783
51725.39118721126,46,4,1,307.43124335743823
47598.00806650039,43,5,1,311.92431671922606
60070.101146756984,57,2,0,149.5745361121316
53197.94942356534,20,0,0,98.28986691584322
38720.460023917716,19,4,1,249.93303114231418
45214.19096500073,42,0,0,115.825540702771
38059.612147947664,36,2,1,288.07645771215795
66140.10707897898,57,3,0,176.54766119182213
50319.67473007913,19,6,1,336.8695164926499
78517.86028629511,36,3,1,331.5837596992468
49090.08779278069,18,1,0,113.03920680232582
39373.898496343056,44,4,1,302.1988385447536
27294.28411080759,62,2,0,122.03614934070673
22952.904856160825,52,7,1,303.83491208660814
26237.960854917652,58,7,1,286.5175290731074
54006.89976517225,22,2,1,294.51780520318897
57630.87534844901,55,2,0,145.46785233470467
26282.139469518,21,3,1,233.66897757468212
63425.57471114173,34,2,0,156.65705061746348
42754.08422474841,38,1,0,70.56248269731782
52201.89517978324,48,1,0,135.02128507884396
74183.30942383136,39,3,1,338.73813456544036
63452.58973798298,28,3,0,173.22121028704493
45972.04028141251,51,5,1,286.4101513091505
36632.11661877069,32,3,1,276.86148779566975
17722.768980060428,27,2,0,100.88347761988402
39212.7002113637,55,4,1,300.67607967396293
46833.046417584585,49,3,1,335.2242178881845
35192.30709273224,48,2,1,308.9350174024591
48031.145493615426,54,4,1,313.0903058965469
51152.77824438152,61,3,1,333.5736850684524
46627.16027287882,45,3,0,136.07811904855342
40249.961287648104,48,4,1,311.9660102062207
52529.82007950092,23,2,1,277.6360104334392
56629.109743541136,31,2,1,322.9053383541732
33644.01383835731,40,3,0,151.1190417679078
71163.98569619405,33,2,0,167.79861542121432
48521.17801573608,42,4,1,325.70230046824565
50282.744344172716,56,5,1,304.3888351642875
60623.21634884836,19,2,0,126.5006980564949
53498.24196895253,55,4,1,313.01049006483686
64297.04950869868,58,2,0,185.00978142778848
54306.86247802736,56,2,1,299.52618078825134
40813.43938039343,51,1,0,122.22245817559326
55422.55287809153,57,1,0,131.1777374073225
32844.10689019007,60,8,1,338.78473046555524
51628.39558664785,42,8,1,323.8675960868301
49501.550140333085,53,1,0,155.8089471032926
46878.2471409119,33,1,0,130.91384096878818
48071.93732841604,35,5,1,316.6774498497042
21772.264317535413,30,2,1,249.04638943604422
41769.12638388558,54,4,1,293.1127136191288
51392.673517116724,44,2,1,301.5340445823339
52397.84587996101,51,3,0,135.67431763377493
34584.87288611063,28,4,1,273.30386588759126
68985.61761297051,18,3,0,161.6931040133942
37007.377276782485,30,2,0,113.99492982021933
64541.85800790105,47,5,1,283.35305658678783
56407.91542807527,22,6,1,335.86898345004
40306.59035234295,35,3,0,132.57108070167274
76629.66338914268,31,3,1,294.5879415866047
32095.447523652798,30,4,1,281.6840639101969
63787.31260415002,49,3,0,183.28246601258476
65008.734770644674,24,5,0,192.68739958865905
39940.69686385033,25,5,1,302.7609870694598
70886.97950096492,24,1,0,139.77024524089126
46249.302281015705,33,3,0,144.05020381637988
54330.40443919785,60,4,1,327.9794340421623
53904.82758156831,48,4,0,179.76425256978033
47985.368877941786,44,3,1,312.8410272072177
62162.124097396736,50,3,0,190.63406822619908
61902.33080828319,46,4,0,212.33510600282077
23772.02040142729,25,3,0,169.84567746410545
69565.10364317229,50,0,0,143.57801156197954
25062.620179464884,58,2,0,114.81049973279337
65488.19306512486,36,3,1,318.3158114379659
66900.57705241375,38,5,1,338.33879652793206
33635.50354677203,58,5,1,312.50894900990266
43837.78568068123,38,6,1,316.2228029967735
33414.42997271096,42,3,1,305.13555705965064
46776.18454566897,59,1,0,161.04355601588233
45379.48573721388,40,3,1,308.10823298799676
61694.907984040095,28,5,1,335.0184361088566
69654.63119179412,50,3,0,168.96522127871097
70935.25716184934,37,2,0,173.94947991172518
41567.47960132547,42,2,1,290.2363553830612
46861.671893832085,43,5,1,334.2484615727668
24748.427116685747,57,8,1,336.91645761796406
37911.94900255717,29,4,1,288.40098917354356
64472.77449646186,49,2,0,162.84280133840556
74233.74235322347,50,3,1,357.9447484045878
31484.76692180117,27,1,1,236.79212892898352
41113.036112706584,21,7,1,328.14107610436344
49603.91364561609,32,0,0,104.45003226562551
54202.4173822941,23,2,0,134.68687407045962
37855.94720117531,44,5,1,282.1983756419101
56360.915666961344,22,2,1,331.6274119908593
42892.409793936255,22,2,0,120.5082492416874
49783.215936825814,35,6,1,311.36462366005424
58194.26372005549,45,5,1,363.32481170376195
50096.33404716407,52,1,1,277.56415596236184
43454.21164210147,39,1,0,125.77779727730285
48355.852941112535,51,1,1,272.78885685464786
48674.55561191997,21,4,1,263.53428389000834
44449.83455176809,35,4,1,303.9885636048111
46118.059059993466,58,5,1,333.3676113273547
73979.70755757076,43,1,0,187.50692666326634
58413.791719118584,59,5,0,200.49568176814145
